Original Name,Test Case Name,Test Type,Label
"ESMA'ILPUR, Asghar",UNIDAS S.A.,Non-Match,Not Match
SARMAYEH BANK,"PETROV, Alexander Petrovich",Non-Match,Not Match
JUND AL-AQSA,"ADMINISTRADORA DE INMUEBLES VIDA, S.A. DE C.V.",Non-Match,Not Match
"KUZNETSOV, Andrey Anatolyevich","GONZALEZ RODRIGUEZ, Dimas",Non-Match,Not Match
"POPOV, Anatoliy Leonidovich","PETROV, Vyacheslav Anatolyevich",Non-Match,Not Match
"KRUGLY, Vladimir Igorevich",JAMA'AT NUSRAT AL-ISLAM WAL-MUSLIMIN,Non-Match,Not Match
"CARBAJAL REYES, Ramon Ulises","AJAKA, Tony",Non-Match,Not Match
"AL-MUHAMMAD, Muhammad","KHALIL, Ibrahim Mohamed",Non-Match,Not Match
"MALYSHEV, Mikhail Grigorevich","YUDAYEVA, Kseniya Valentinovna",Non-Match,Not Match
"GADZHIYEV, Ruslan Gadzhiyevich","GUBEREK GRIMBERG, Henry",Non-Match,Not Match
KAHANE CHAI,ASCOTEC STEEL TRADING GMBH,Non-Match,Not Match
OOO YAKHT-TREID,CORPORACION HANDAL S. DE R.L.,Non-Match,Not Match
"NAJJAR, Mostafa Mohammad",ASRE SANAT ESHRAGH COMPANY,Non-Match,Not Match
AL-HARAMAIN : THE NETHERLANDS BRANCH,"CHERSTVOVA, Elena Alexandrovna",Non-Match,Not Match
R/E OF AUDREY FARM,"CAI, Dafeng",Non-Match,Not Match
"SHILKIN, Grigory Vladimirovich",GOLSAR,Non-Match,Not Match
MINISTRY OF ATOMIC ENERGY INDUSTRY,PERSIA OIL & GAS INDUSTRY DEVELOPMENT CO.,Non-Match,Not Match
SOLMAR,BANDAR IMAM ABNIROO PETROCHEMICAL COMPANY,Non-Match,Not Match
BATIS,"GUTIERREZ HERNANDEZ, Javier Mauricio",Non-Match,Not Match
"VEGA SANCHEZ, Jose Raul","JO, Yong-Won",Non-Match,Not Match
"USTINOV, Vladimir Vasilyevich","EL ABBOUBI, Anas",Non-Match,Not Match
VELINVESTMENT D.O.O.,POTRICO CORP.,Non-Match,Not Match
"AL-KUWARI, Salim Hasan Khalifah Rashid",KALAN KISH SHIPPING CO,Non-Match,Not Match
"LOPEZ LONDONO, Henry de Jesus","AKHAEI, Shaghayegh",Non-Match,Not Match
"IVANOVA, Elena Nikolaevna",SPARTA III,Non-Match,Not Match
"RIVERA MARADIAGA, Santos Isidro",MORGAN ADDITIVES MANUFACTURING CO.,Non-Match,Not Match
MERAJ AIR,"DALIPI, Tahir",Non-Match,Not Match
"KARIMI SABET, Javad","JAFARI, Milad",Non-Match,Not Match
JOINT STOCK COMPANY RESEARCH INSTITUTE OF ELECTRONIC AND MECHANICAL DEVICES,METIL STEEL,Non-Match,Not Match
SOVCOMBANK OPEN JOINT STOCK COMPANY,RASTAFANN ERTEBAT ENGINEERING COMPANY,Non-Match,Not Match
OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU NEOBIT,"GADDAFI, Hannibal",Non-Match,Not Match
REAL ESTATES INT LTD EOOD,LIAONING DANXING INTERNATIONAL FORWARDING CO. LTD.,Non-Match,Not Match
"ALEKSEEV, Oleg Aleksandrovich","ROBERTO ORELLANA, Jose",Non-Match,Not Match
"ESLAMI, Mansour","FURSENKO, Andrei Alexandrovich",Non-Match,Not Match
GRAN COMPANIA DE HOTELES LTDA.,"SALEH, Dr. Abdul Latif",Non-Match,Not Match
CHEMTRANS PETROCHEMICALS TRADING LLC,"OBLITAS RUZZA, Sandra",Non-Match,Not Match
"BEREZKIN, Sergei Vladimirovich",BANCO DE VENEZUELA SA BANCO UNIVERSAL,Non-Match,Not Match
KT SERVICES & LOGISTICS KTSL COMPANY LIMITED,"CUELLAR CASTRO, Luis Eduardo",Non-Match,Not Match
"SABOOR, Abdul","'ARAFAT, Muhammad",Non-Match,Not Match
SYRONICS,BICENTENARIO XV,Non-Match,Not Match
"KOMOTSKY, Boris Olegovich","SADYGOV, Famil Kamil Ogly",Non-Match,Not Match
GUP RK KTB SUDOKOMPOZIT,"DE FRUTOS, Jose Ignacio Reta",Non-Match,Not Match
"MOGHADAM, Mohsen Matloub",SONGI TRADING COMPANY,Non-Match,Not Match
"'ABD AL-HAMID AL-ASADI, Makki Kazim","CONSTRUCTORA JOEL, S.A. DE C.V.",Non-Match,Not Match
"JAFARI, Mohammad Ali","KHALIL, Iyad Nazmi Salih",Non-Match,Not Match
FESCO MONERON,INVERSIONES VALLE,Non-Match,Not Match
"MONDACA AVILA, Sigi Alfredo",YV1000,Non-Match,Not Match
"FARMACIA JERLYNE, S.A. DE C.V.",ASBAT AL-ANSAR,Non-Match,Not Match
COMERCIALIZADORA INTERNACIONAL AGRICOLA Y GANADERA RINCON CASTILLO LIMITADA,SIMA GENERAL TRADING CO FZE,Non-Match,Not Match
SBER VOSTOK LIMITED LIABILITY PARTNERSHIP,"PTITSYN, Roman Viktorovich",Non-Match,Not Match
"MASUKU, Angeline","AHMED, Adnan S. Hasan",Non-Match,Not Match
FOREIGN LIMITED LIABILITY COMPANY DANA ASTRA,"JASSO ROCHA, Oscar Arturo",Non-Match,Not Match
"ZHURAVLEV, Nikolai Andreyevich","ZHENG, Yanxiong",Non-Match,Not Match
LANDMETICS SAL OFF-SHORE,BAROON SHIPPING COMPANY LIMITED,Non-Match,Not Match
"GOMEZ BUSTAMANTE, Luis Hernando",TERMEH,Non-Match,Not Match
"ABDI, Abdifatah Abubakar","BOHADA AVILA, Lubin",Non-Match,Not Match
"CALVO LOMBANA, Gabriel Andres","KIRIYENKO, Sergei Vladilenovich",Non-Match,Not Match
"ALVAREZ DEL RIO, Fredy de Jesus",IRGC NAVY,Non-Match,Not Match
"AL-MATAR, 'Abdu Tahir",KOREA ACHIM SHIPPING CO,Non-Match,Not Match
OTKRYTOYE AKTSIONERNOYE OBSCHESTVO TAE AVIA,QUDS RAZAVI MINES CO.,Non-Match,Not Match
"AL-HASAN, Suhayl Hasan","CONTRERAS, Willian Antonio",Non-Match,Not Match
YV2953,YV2486,Non-Match,Not Match
LOGARCHEO S.A.,"SEIF, Valiollah",Non-Match,Not Match
"JABER, Mohammad",ELECTRONICS KATRANGI TRADING,Non-Match,Not Match
"VIEIRA DIAS, Manuel Helder",DYNAPEX ENERGY LIMITED,Non-Match,Not Match
"CORPORATIVO ARZACA, S.C.",OOO TORGOVY DOM ASBEST,Non-Match,Not Match
YONGJIN SHIP MANAGEMENT COMPANY LIMITED,"KARNER, Mihael",Non-Match,Not Match
"DIXON, Ian Thomas","VARGAS GIRALDO, Claudia Mercedes",Non-Match,Not Match
ANDISHEH ZOLAL,"ILC EXPORTACIONES, S. DE R.L. DE C.V.",Non-Match,Not Match
"RINCON CASTILLO, Pedro Nel","AZIZABADI, Reza Mohammadi",Non-Match,Not Match
CIMEX,KOREA HEUNGJIN TRADING COMPANY,Non-Match,Not Match
"FLORES GOMEZ, Felipe","AL-NAQIB, Zuhair Talib abd-al-Sattar",Non-Match,Not Match
"AL-MARSUMI, Saddah Jaylut","SHAMALOV, Kirill Nikolaevich",Non-Match,Not Match
HARAKAT UL-JIHAD-I-ISLAMI/BANGLADESH,"DAMIANI BUSTILLOS, Luis Fernando",Non-Match,Not Match
"SLIVNIK, Uros",N.I.T.C. REPRESENTATIVE OFFICE,Non-Match,Not Match
COMERCIALIZADORA DE BIENES Y SERVICIOS ADMINISTRATIVOS Y FINANCIEROS S.A.,"KLYUYEV, Andriy Petrovych",Non-Match,Not Match
SARDASHT,"DAHER, Ibrahim Ali",Non-Match,Not Match
"PERDOMO ROSALES, Gustavo Adolfo","TYURINA, Natalya Aleksandrovna",Non-Match,Not Match
ELVEES RESEARCH AND DEVELOPMENT CENTER JSC,ARSHAM,Non-Match,Not Match
METAL & MINERAL TRADE S.A.R.L.,TORNADO CASH,Non-Match,Not Match
ORBITAL HORIZONS CORP.,HOME AND AWAY LTD.,Non-Match,Not Match
"HAJI ABDUL QAYOUM, Eissa Jan","ZAMBADA NIEBLA, Modesta",Non-Match,Not Match
PUBLIC JOINT STOCK COMPANY INSURANCE COMPANY ROSGOSSTRAKH,"SERDYUKOVA, Natalya Anatolevna",Non-Match,Not Match
"GAVRILENKO, Anatolii Anatolyevich","AL-JUBOURI, Ahmad Abdullah",Non-Match,Not Match
"OBNOSOV, Boris Viktorovich",ACL ITHALAT IHRACAT,Non-Match,Not Match
"JUI ESCOBAR, Wildin Tulio",GREEN LIGHT,Non-Match,Not Match
"KAZEMABAD, Mahmud Bagheri",CORPORACION DE INVERSIONES EMPRESARIALES S.A.,Non-Match,Not Match
"JA'FARI, Mohammad Agha","'ABD-AL-JALIL, Yahya",Non-Match,Not Match
"SOBOL, Alexander Ivanovich",BALIAR,Non-Match,Not Match
DAI HONG DAN,"RI, Chun Hwan",Non-Match,Not Match
"MLADIC, Ratko","ROGOV, Volodymyr Valeriyovych",Non-Match,Not Match
"WOL, Santino Deng","AL-SALIH, Muhammad Mahdi",Non-Match,Not Match
AJILY SOFTWARE PROCUREMENT GROUP,"YUHUA, Shi",Non-Match,Not Match
"GHANIM, Ma'n","KASADHA, Amisi",Non-Match,Not Match
"DERYABKIN, Viktor Yefimovich","YAZDAN JOO, Mohammad Ali",Non-Match,Not Match
"RIVERA SANDOVAL, Reyna Isabel","ALFA ONE, C.A.",Non-Match,Not Match
"GOLPAYEGANI, Mohammad Mohammadi","RANGEL BUENDIA, Alfredo",Non-Match,Not Match
"ZHENG, Guanghua","IVANYUZHENKOV, Boris Viktorovich",Non-Match,Not Match
"CARRERA YLLADES, Marisela","WEI, Hsueh Lung",Non-Match,Not Match
"ASHTARI, Mahmud","AL-IRAQI, Abu Yahya",Non-Match,Not Match
FELICITY,JOINT STOCK COMPANY SCIENTIFIC RESEARCH INSTITUTE GIRICOND,Non-Match,Not Match
CONSTRUCCIONES PROGRESO DEL PUERTO S.A.,BUSINESS LAB,Non-Match,Not Match
ISIS-BANGLADESH,"AL MAZIDIH, Ghazy Fezza Hishan",Non-Match,Not Match
MOALLEM INSURANCE CO.,"MIRZAEI, Mohammad Ali",Non-Match,Not Match
IMPORTACIONES Y EXPORTACIONES NOBARO S.A. DE C.V.,"GARAAD, Mohamed Abdi",Non-Match,Not Match
"BOVDA, Maria Anatolyevna",MEGA EMPACADORA DE FRUTAS S.A. DE C.V.,Non-Match,Not Match
INDUSTRIAL BANK,AVIATRANS ANSTALT,Non-Match,Not Match
YAMAGUCHI-GUMI,PARKSTROY-SOFIA OOD,Non-Match,Not Match
"RUELAS AVILA, Patricia Lourdes","LUGO ARMAS, Bladimir Humberto",Non-Match,Not Match
"SHOIGU, Kseniya Sergeyevna",TET KHAM CONSTRUCTION COMPANY LIMITED,Non-Match,Not Match
NIREF,"IS BANK, AO",Non-Match,Not Match
G&G INTERNACIONAL S.A.S.,"AZIZAH, Sa'id Yusif Ali Abu",Non-Match,Not Match
"BIZNES-STOLITSA, OOO",JSC MOSCOW CENTER OF SPARC TECHNOLOGIES,Non-Match,Not Match
OMID REY CIVIL & CONSTRUCTION COMPANY,NIA INTERNATIONAL,Non-Match,Not Match
NINGS CARTOON STUDIO,"HTET, Kaung",Non-Match,Not Match
LIMITED LIABILITY COMPANY YADRO FAB DUBNA,"WEI, Hsueh Kang",Non-Match,Not Match
UR-CKF,"OK, Sabri",Non-Match,Not Match
"LATORTUE, Youri","MEJIA VALENCIA, Gonzalo Alberto",Non-Match,Not Match
"D'AMELIO CARDIET, Tania","MAYALEH, Adib",Non-Match,Not Match
"BADAAS, Mohamed Ali","AL-NAKHALAH, Ziyad",Non-Match,Not Match
ACADEMICIAN A.L. MINTS RADIOTECHNICAL INSTITUTE JOINT STOCK COMPANY,"DEBONO, Darren",Non-Match,Not Match
DESIGN AND MANUFACTURING OF AERO-ENGINE COMPANY,"AL-NAYEF, Sa'ad Abdel-Salam",Non-Match,Not Match
"VELLER, Alexey Borisovich","ROMERO RODRIGUEZ, Alexis",Non-Match,Not Match
JSC INFRAVEB,JH 86,Non-Match,Not Match
"ABDALLAH, Hussein Reda",NATIONAL CYBERSPACE CENTER,Non-Match,Not Match
ROSTOV HELICOPTER PRODUCTION COMPLEX,"MUJAHID, Abdullah",Non-Match,Not Match
"LALOVIC, Dragan","BONYONGWE, Happyton Mabhuya",Non-Match,Not Match
"AL-ISMA'IL, Ammar Fu'ad","MBAGA, Peter Charles",Non-Match,Not Match
"SHAYESTEH, Bahram Ali","AWEYS, Hassan Dahir",Non-Match,Not Match
NIMR INTERNATIONAL L.L.C.,NILETEL,Non-Match,Not Match
BONYAD TAAVON BASIJ,"SOSA CANISALES, Felipe de Jesus",Non-Match,Not Match
"KIM, Song Hun","KIM, Chol",Non-Match,Not Match
"YUHUA, Shi","JASHARI, Abdul",Non-Match,Not Match
"LEVIN, Dmitriy Olegovich","BARAKZAI, Shah Mohammad",Non-Match,Not Match
ELLISSA EXCHANGE COMPANY,"AL-GHAMARI, Muhammad Abd Al-Karim",Non-Match,Not Match
THE NUCLEAR REACTORS FUEL COMPANY,"KINAHAN, Christopher Vincent",Non-Match,Not Match
"BEREZIN, Fedor",JOINT STOCK COMPANY BALTIC SHIPBUILDING PLANT YANTAR,Non-Match,Not Match
"MYINT, Yadanar Moe",NATIONAL IRANIAN TANKER COMPANY LLC,Non-Match,Not Match
GLOBAL TOURISTIC SERVICES SAL,JSB SOBINBANK,Non-Match,Not Match
"FARGHADANI, Rahimreza",ALLAN GRANGE FARM,Non-Match,Not Match
"TRY PHEAP IMPORT EXPORT CO., LTD.","FRANK, Ksenia Gennadevna",Non-Match,Not Match
"PAYAN MERAZ, Juana","APANASENKO, Elena",Non-Match,Not Match
INMOBILIUM INVESTMENT CORP.,"KIM, Ki Nam",Non-Match,Not Match
TANCHON COMMERCIAL BANK,JOINT STOCK COMPANY UNITED ENGINE CORPORATION,Non-Match,Not Match
RANA INTELLIGENCE COMPUTING COMPANY,SAYEHBAN SEPEHR DELIJAN,Non-Match,Not Match
EP-MNM,ALEL TECHNOLOGIES LLC,Non-Match,Not Match
AO KONTSERN OKEANPRIBOR,"RIFKI, Taufik",Non-Match,Not Match
COLOMBIANA DE CERDOS LTDA.,"HD COLLECTION, S.A. DE C.V.",Non-Match,Not Match
KODO-KAI,TC SHIPPING COMPANY LIMITED,Non-Match,Not Match
SILVIA I,FEDERAL SERVICE FOR MILITARY-TECHNICAL COOPERATION,Non-Match,Not Match
TAMAS COMPANY,VEST SPECTRUM (S) PTE. LTD.,Non-Match,Not Match
"MUNOZ HOYOS, German",INMOBILIARIA GAXIOLA HERMANOS S.A. DE C.V.,Non-Match,Not Match
"SUSHKO, Andriy Volodymyrovych","CURE SABAGH, Diana Maria",Non-Match,Not Match
OFFISCOOP NV,"TSANG, Yung Yuan",Non-Match,Not Match
"NIKOLAEVA, Victoria Victorovna","PUREBRAHIM, Ali Akbar",Non-Match,Not Match
"AL BAGHDADI, Ali Al-Mahmoudi","AL-HALQI, Wael Nader",Non-Match,Not Match
"KHATTALAH, Ahmed Abu","MATVIYENKO, Valentina Ivanovna",Non-Match,Not Match
"CARRILLO JIMENEZ, Luis Alberto","CORONA ROMERO, Alfonso",Non-Match,Not Match
"ALDABBAS, Rania",DISTRIBUIDORA GRAN AUTO S.A. DE C.V.,Non-Match,Not Match
SANOVERA PHARM COMPANY SARL,"TAYSAEV, Kazbek Kutsukovich",Non-Match,Not Match
OFOQ SAZEH PAYAH,"RAZVOROTNEVA, Svetlana Victorovna",Non-Match,Not Match
ENERGY ENGINEERS PROCUREMENT AND CONSTRUCTION,NEW AGE SHIPPING LIMITED,Non-Match,Not Match
"FAYAD, Saleh Mahmoud",HARMONY FARM,Non-Match,Not Match
"OTHMAN, Hasan Chehadeh",THAINGUI S.A.L. OFFSHORE,Non-Match,Not Match
"KO, Ch'o'l-Chae","KHAN, Dilawar Khan Nadir",Non-Match,Not Match
VILLA DE ARTE S. DE H.,"AL-MUKAHHAL, Aminah",Non-Match,Not Match
"HUSSAIN, Omar","KOLYCHEV, Vladimir Vladimirovich",Non-Match,Not Match
ESFARAYEN INDUSTRIAL COMPLEX,HJ BANNISTER CONSTRUCTION CC,Non-Match,Not Match
MAMOUN DARKAZANLI IMPORT-EXPORT COMPANY,"KIM, Man Chun",Non-Match,Not Match
"ZEAITER, Ali",IRAN TRACTOR MANUFACTURING COMPANY,Non-Match,Not Match
"CORPORACION DE CONSULTORIA, ASESORIA, PRESTACION DE SERVICIOS Y DOTACION DE ELEMENTOS Y SUMINISTROS CIA. LIMITADA","AL-RAWI, Walid Talib Zughayr",Non-Match,Not Match
JOINT STOCK COMPANY RYAZAN STATE INSTRUMENT MAKING ENTERPRISE,JOINT STOCK COMPANY DAGDIZEL PLANT,Non-Match,Not Match
JSC SLAVA,IVAN SIDORENKO,Non-Match,Not Match
"ORDENOV, Gennady Ivanovich","LOPEZ PEREZ, Griselda Natividad",Non-Match,Not Match
"KOMNOV, Dmitriy","AL-JLEILATI, MOHAMMAD",Non-Match,Not Match
MINISTRY OF PEOPLE'S ARMED FORCES,"ABRAMOV, Ivan Nikolayevich",Non-Match,Not Match
"KUSIUK, Sergey","KIM, Sang-ho",Non-Match,Not Match
"'ABBAS, Rim",KING ROMANS COMPANY LIMITED,Non-Match,Not Match
"TAJIDEEN, Husayn","MEJIA VALENCIA, Gonzalo Alberto",Non-Match,Not Match
"SINGH, Chiranjeev Kumar","RI, Thae Chol",Non-Match,Not Match
CASA DE CUBA,"DESARROLLOS EVEREST, S.A. DE C.V.",Non-Match,Not Match
"SANCHEZ FARFAN, Wilder Emilio","FORTIA BAJA SUR, S.A. DE C.V.",Non-Match,Not Match
"NAUNG, Tun Tun","CHANG, Kyong-hwa",Non-Match,Not Match
THE AID ORGANIZATION OF THE ULEMA,AMBER,Non-Match,Not Match
YK-AND,SETELEM BANK LIMITED LIABILITY COMPANY,Non-Match,Not Match
PUBLIC JOINT STOCK COMPANY VYBORG SHIPYARD,PALESTINE ISLAMIC JIHAD - SHAQAQI FACTION,Non-Match,Not Match
THE YANGON GALLERY,"MUTANGA, Gedeon Kyungu",Non-Match,Not Match
"FARIAS PENA, Erika del Valle","PERSHADA, Angga Dimas",Non-Match,Not Match
MAUTE GROUP,ADLER BG AD,Non-Match,Not Match
"DENG, Zhonghua","CABRERA SARABIA, Jose Luis",Non-Match,Not Match
"AL-TURKI, Hassan Abdullah Hersi",JSC 558 AIRCRAFT REPAIR PLANT,Non-Match,Not Match
LIZZY MUNDO INTERIOR,SPRING SHIPPING LIMITED,Non-Match,Not Match
PANAZEATE SL,SYRIAN MILITARY INTELLIGENCE BRANCH 248 - INVESTIGATION,Non-Match,Not Match
YAKIMA TRADING CORPORATION,"BADR-AL-DIN, Muhammad",Non-Match,Not Match
"ACHEKZAI, Abdul Samad","ROGULJIC, Slavko",Non-Match,Not Match
"MISHUSTIN, Aleksey Mikhaylovich","MADZONGWE, Edna",Non-Match,Not Match
AL-HEBO JEWELRY COMPANY,"RADISAVLJEVIC, Miljan",Non-Match,Not Match
"ZOBNEV, Viktor Viktororvich","DAVOODI, Abolfazl Hossein Pour",Non-Match,Not Match
"SAID, Khan","AMEEN, Mohamad",Non-Match,Not Match
SEVERGROUP LIMITED LIABILITY COMPANY,METAL & MINERAL TRADE S.A.R.L.,Non-Match,Not Match
AQUAMARINA ISLAND INTERNATIONAL CORPORATION,"COMERCIALIZADORA E IMPORTADORA YESSI, S.A. DE C.V.",Non-Match,Not Match
TIUBODA OIL AND GAS SERVICES,EP-CAP,Non-Match,Not Match
"YUSHCHENKO, Alexander Andreyevich","MIJALKOV, Sasho",Non-Match,Not Match
"KAVINOV, Artem Alexandrovich","TURKMEN, Musab",Non-Match,Not Match
"SHUKR, Fu'ad",OPEN JOINT STOCK COMPANY BPS-SBERBANK,Non-Match,Not Match
PARDIS INVESTMENT COMPANY,"AZZOUZ, Abd al-Baset",Non-Match,Not Match
EP-MHJ,"RYZHKOV, Nikolai Ivanovich",Non-Match,Not Match
"AL-AKHRAS, Sahar Otri","SHELESTENKO, Hennadiy Oleksandrovych",Non-Match,Not Match
"ALVAREZ VAZQUEZ, Jose Gerardo","MUNOZ MEJIA, Eliana",Non-Match,Not Match
NATIONAL IRANIAN TANKER COMPANY,"BELAN, Aleksey Alekseyevich",Non-Match,Not Match
"GHADIRIAN, Hamid Reza",JOINT STOCK COMPANY RESEARCH AND DESIGN INSTITUTE SEA THERMAL ENGINEERING,Non-Match,Not Match
"PRIETO FERNANDEZ, Omar Jose",MSN 416,Non-Match,Not Match
PETROPLUS LTD,EP-IAB,Non-Match,Not Match
"MOSTAFAVI, Seyed Mojtaba","SIMONENKO, Anton Oleksandrovych",Non-Match,Not Match
CORPORACION DE INVERSIONES EMPRESARIALES S.A.,"OLVERA ESTRADA, Arturo",Non-Match,Not Match
"KARIM, Malik 'Adil",UR-CKF,Non-Match,Not Match
"FIGUEROA SALAZAR, Amilcar Jesus","CIFUENTES VARGAS, Yanet",Non-Match,Not Match
"AL-BANAI, Abd al-Muayyid",HAVANATUR BAHAMAS LTD.,Non-Match,Not Match
"OVSYANNIKOV, Dmitry Vladimirovich",M-SAAN,Non-Match,Not Match
EP-MHF,"HO, Yong Il",Non-Match,Not Match
"MAAROUFI, Tarek Ben Habib Ben Al-Toumi","WANG, Guoying",Non-Match,Not Match
"BOL MEL, Benjamin",T.M.G. ENGINEERING LIMITED,Non-Match,Not Match
TECHNOLAB,JOINT STOCK COMMERCIAL BANK NOVIKOMBANK,Non-Match,Not Match
"MAHAMOUD, Bashir Mohamed","MALHERBE DE LEON, Oscar",Non-Match,Not Match
"TAYSAEV, Kazbek Kutsukovich","HUSAYN, Zayn al-Abidin Muhammad",Non-Match,Not Match
EP-CPD,"HYDE, Clive Norman",Non-Match,Not Match
THE BUSINESS CENTRE LTD.,"ADILI, Gafur",Non-Match,Not Match
TADBIR INVESTMENT COMPANY,"PRIETO FERNANDEZ, Omar Jose",Non-Match,Not Match
NATIONAL DEFENSE COMMISSION,"ABDALLAH, Muhammad Yusif",Non-Match,Not Match
"MOJICA OBREGON, Oscar Salvador","GUNDUZ, Seyyid Cemal",Non-Match,Not Match
SINA BANK,"BHEEL, Imam",Non-Match,Not Match
BERATEX GROUP LIMITED,MONUMONT SHIP MANAGEMENT LIMITED,Non-Match,Not Match
"SOLODOVNIKOV, Ivan Alexandrovich",OPEN JOINT STOCK COMPANY 'KONTSERN IZHMASH',Non-Match,Not Match
JI SONG 8,"IVANOVA, Elena Nikolaevna",Non-Match,Not Match
"ZHENG, Guangfu","SAVCHENKO, Svetlana Borisovna",Non-Match,Not Match
TRADE POINT INTERNATIONAL S.A.R.L.,IRISL MARITIME TRAINING INSTITUTE,Non-Match,Not Match
"PAEK, Chang-Ho",GLORY HARVEST,Non-Match,Not Match
KAVEH SHARGH STEEL CO.,"OLENGA, Francois",Non-Match,Not Match
HASSAN AYASH EXCHANGE COMPANY,"AL-KARMUSH, Muwaffaq Mustafa Muhammad",Non-Match,Not Match
"KAZAKOVA, Olga Mikhailovna","GRUEVSKI, Nikola",Non-Match,Not Match
"BARMI, Ruhollah Ghaderi","ZADRAN, Muhammad Omar",Non-Match,Not Match
"AL-QADRI, Ahmad",ATIEH SAZAN DAY,Non-Match,Not Match
JSC SVETLANA POLUPROVODNIKI,"AL-DAGMA, Aschraf",Non-Match,Not Match
"SHUVALOVA, Olga Viktorovna","BOSHAB, Evariste",Non-Match,Not Match
KATINA DRUSTVO S OGRANICENOM ODGOVORNOSCU ZA NEKRETNINE I UGOSTITELJSTVO,PROTON PETROCHEMICALS SHIPPING LIMITED,Non-Match,Not Match
BANCO CORPORATIVO SA,"SIERRA, Elena Oduliovna",Non-Match,Not Match
"BAZZI, Kassem Mohamad Ali","GOMEZ APONTE, Laura Victoria",Non-Match,Not Match
"VLASOVA, Veronika Valerievna","IVENSKIKH, Irina Valentinovna",Non-Match,Not Match
"MUN, Cho'ng-Ch'o'l","NASSER ARANA, Carlos Alberto",Non-Match,Not Match
"POSPELOV, Vladimir Yakovlevich",QUARTERMASTER GENERAL OFFICE,Non-Match,Not Match
CONCEPTO SCREEN SAL OFF-SHORE,"ZULUAGA LINDO, Francisco Javier",Non-Match,Not Match
LIMITED LIABILITY COMPANY RSB-GROUP,"SWE, Myint",Non-Match,Not Match
"CHEN, Zhu","MEJIA GUTIERREZ, Ignacio",Non-Match,Not Match
SIAM NICE COMPANY LTD.,NAM SAN 8,Non-Match,Not Match
"FLORES DE MADURO, Cilia Adela","KUZNETSOVA, Anna Yurievna",Non-Match,Not Match
IRAN ELECTRONICS INDUSTRIES,BRACRO S.A.,Non-Match,Not Match
OOO NAVIGATOR ASSET MANAGEMENT,"YARZA, Aitzol Iriondo",Non-Match,Not Match
"IQBAL, Muhammad",MOBILE ZONE INTERNATIONAL IMPORT-EXPORT S.R.L.,Non-Match,Not Match
GREEN ISLAND S.A.,"HLAING, Ko Ko",Non-Match,Not Match
"UCHIBORI, Kazuo",INMOBILIARIA TIJUANA COSTA S.A. DE C.V.,Non-Match,Not Match
"PERVYSHOV, Evgeny Alekseyevich",NAVID COMPOSITE MATERIAL COMPANY,Non-Match,Not Match
OAO RADIOAVIONIKA,"ALCALDE LINARES, Angel",Non-Match,Not Match
SO BAEK SAN,LIMITED LIABILITY COMPANY PRIVATE SECURITY ORGANIZATION RSB-GROUP,Non-Match,Not Match
"OKULOV, Aleksandr","AL-'AYSH, Khalid al-Hajj Muhammad",Non-Match,Not Match
"ES SAYED, Abdelkader Mahmoud","BAIGUSKAROV, Zarif Zakirovich",Non-Match,Not Match
"COMERCIALIZADORA GAEL 4, S.A. DE C.V.",PCA XIANG GANG LIMITED,Non-Match,Not Match
"GADETSKIY, Yevgeniy Yuryevich",OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU VTB FOREKS,Non-Match,Not Match
CRIADERO LA LUISA E.U.,JOINT STOCK COMPANY RESEARCH AND DEVELOPMENT ENTERPRISE ALMAZ,Non-Match,Not Match
EP-MOB,KATINA DRUSTVO S OGRANICENOM ODGOVORNOSCU ZA NEKRETNINE I UGOSTITELJSTVO,Non-Match,Not Match
"DERAMCHI, Othman",GREEN LIGHT,Non-Match,Not Match
"PORRAS CORTES, Gustavo Eduardo",VA BO COMPANY EOOD,Non-Match,Not Match
"UTYASHEVA, Rimma Amirovna",JOINT STOCK COMPANY VYATSKOYE MASHINOSTROITELNOYE PREDPRIYATIYE AVITEK,Non-Match,Not Match
"NARANJO ABAJO, S.A.",UNITED WORLD INTERNATIONAL,Non-Match,Not Match
MARIE DE LOURDES,"SABHARWAL, Manoj",Non-Match,Not Match
"RUBIO GONZALEZ, David Nicolas","MARKHAYEV, Vyacheslav Mikhaylovich",Non-Match,Not Match
"D'AGOSTINO & COMPANY, LTD","TAHERISHABAN, Javad",Non-Match,Not Match
JOINT STOCK COMPANY UNITED SHIPBUILDING CORPORATION,EP-MHG,Non-Match,Not Match
HADI SHIPPING COMPANY LIMITED,ALAM ALTHRWA GENERAL TRADING LLC,Non-Match,Not Match
"ASWAD, Ahmad","MATEO LAUREANO, Ignacio",Non-Match,Not Match
"SHEREMET, Mikhail Sergeyevich",SOVCOMBANK ASSET MANAGEMENT LIMITED LIABILITY COMPANY,Non-Match,Not Match
"SALEH, Nedal","REACH HOLDING GROUP SHANGHAI CO., LTD.",Non-Match,Not Match
"MORENO PEREZ, Felipe",POPULAR CREDIT BANK,Non-Match,Not Match
PETROPARS LTD.,BONYAD SHIPPING AGENCIES COMPANY,Non-Match,Not Match
"KARAEU, Yuriy Khadzymuratavich","JUUK, Kuol Manyang",Non-Match,Not Match
